SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	Annotator J	
tueba-s19217-0	sagen	Trotzdem sage ich: Das Hauptquartier wäre eine gute Arrondierung des vorhandenen FU-Campus.	*	*	*	*	*	78741	78741	*	*	*	
tueba-s19443-1	ermöglichen	John Peel kürte einst ein Some-More-Crime-Stück zum Song des Jahres und ermöglichte damit einen Deal mit dem britischen Label Ninja Tunes.	76087	*	*	*	*	76087	*	*	*	*	
tueba-s19452-0	glauben	Dann aber glaubt er doch wieder an seinen Traum: eine Marktlücke entdeckt und einen Job zu haben, der auch noch Spaß macht.	78334	*	*	*	*	77229	*	*	*	*	
tueba-s19918-1	beginnen	Als am 9. November 1989 in Berlin die Mauer fiel, begann auch das Sterben der Nato.	83526	*	*	*	*	83526	*	*	*	*	
tueba-s20284-1	feiern	Wir gingen zusammen auf Rockkonzerte, wir feierten zusammen das Brückenfest, wir feierten zusammen mit 15 Leuten und ebenso vielen Flaschen Wodka in einem zehn Quadratmeter großen Zimmer einen 30. Geburtstag.	*	75047	*	*	*	75047	*	*	*	*	
tueba-s20536-0	bekommen	Statt einer Antwort bekommt das Mädchen ein Malheft mit Atomkraftwerken und glücklichen Kindern in die Hand gedrückt.	*	*	74204	*	*	74204	*	*	*	*	
tueba-s20810-0	finden	Findet Flebbe klasse, sie kreuzen ja das Kinofoyer.	77273	*	*	*	*	77273	*	*	*	*	
tueba-s20844-2	machen	Da erscheint doch jetzt eine Briefmarke mit dem Abbild des unbestreitbar häßlichen Gebäudes der Bremischen Bürgerschaft und es wird nicht einmal der Versuch gemacht, das neue Postwertzeichen durch ein kleines Kopfbild des langjährigen Bürgerschaftspräsidenten Dr. Dieter Klink aufzuwerten: Dies nenne ich einen Akt des groben Undanks gegenüber dieser einzigartigen Persönlichkeit, deren natürliche Würde mich schon vor Jahr und Tag veranlaßte, ihn mit dem Titel' Kleiner König Kalle Wirsch' auszuzeichnen.	75583	*	*	*	*	85607	*	*	*	*	
tueba-s21080-0	bleiben	So bleibt es also allein Siegfried' Siggi' Mannig, Hausmeister des Weser-Stadions, vorbehalten, sich zum Helden des Länderspielabends feiern zu lassen.	89969	*	*	*	*	89969	*	*	*	*	
tueba-s21497-0	beginnen	Die Demonstration beginnt um 10 Uhr am S-Bahnhof Hasselbrook und endet gegen 12 Uhr mit einer Kundgebung vor dem Gewerkschaftshaus am Besenbin-derhof.	83526	*	*	*	*	83526	*	*	*	*	
tueba-s22109-0	beginnen	' Er beginnt etwas und bringt es nie zu Ende.'	83526	*	*	*	*	83406	*	*	*	*	
tueba-s23456-0	suchen	Wir suchen nach Bedeutung für das Leben und für den Tod,- und alles erscheint neu, wie der Tanz der Maske( Achebes Bild für die Welt; Anm. d. Ü).	82329	*	*	*	*	82329	*	*	*	*	
tueba-s24097-3	machen	Die Mieter, die also in ihrer Wohnung von Mäusen, Kakerlaken und ähnlichen Kleintieren überrascht werden, können dementsprechend auch die ihnen sonst wegen Mängeln der Mietwohnung zustehenden Rechte geltend machen.	*	*	*	*	*	85607	*	82751	*	*	
tueba-s24141-1	kaufen	Denn Eigentumswohnungen werden, so der Ring Deutscher Makler in seiner neuesten Bilanz, hauptsächlich für eigene Wohnzwecke und weniger stark von Anlegern gekauft.	*	*	*	*	*	74296	74296	*	*	*	
tueba-s24209-0	glauben	Sabine Schröder, Sprecherin der Hotel- und Gaststätteninnung, glaubt, daß die Mauer» ein Selbstläufer« gewesen und in den vergangenen zwei Jahren zu wenig in die Werbung für Berlin investiert worden sei.	77245	77245	*	*	*	77245	*	*	*	*	
tueba-s25109-0	ändern	* Name von der Redaktion geändert	*	84160	*	*	*	84160	*	*	*	*	
tueba-s25789-0	schreiben	Im Jahr 1981 schrieb der damals 21jährige über seine Eindrücke von einer Demonstration gegen den Bau des Atomkraftwerks Brokdorf unter anderem:	*	*	*	*	*	82842	*	82842	*	*	
tueba-s25842-1	machen	Man hat sich fein gemacht: Einer hat ein paar Federn im langen schwarzen Haar, trägt zu seinem Lendenschurz eine Indianerhose.	*	*	*	*	*	87005	*	87005	*	*	
tueba-s26000-0	suchen	Ziegen suchen in den Müllbergen nach Eßbarem.	*	82329	*	*	*	82329	*	*	*	*	
tueba-s27041-0	kennen	Ich selbst kenne den siebten Stock in Stammheim aus eigener Anschauung sehr genau.	*	*	*	*	*	77242	*	77242	*	*	
tueba-s27551-2	machen	- Als jeweils einer von sechs Bezirken der Bundeshauptstadt hätte Mitte, Tiergarten, Wedding, Prenzlauer Berg, Friedrichshain und Kreuzberg ein wesentlich stärkeres Wort in Planungsfragen mitzureden, als wenn sie unter 23 relativ wenig betroffenen Bezirken ihr Recht geltend machen wollen.	*	87005	*	*	*	85607	*	73302	*	*	
tueba-s27684-2	beginnen	Gäbe es in Kani Balav eine Schule, würde dort Ende September das neue Schuljahr beginnen.	*	83526	*	*	*	83526	*	83526	*	*	
tueba-s27836-0	glauben	Wer nun glaubt, die Ukrainians würden die Volksmusik mit der Tradition englischen Pops verquicken, der sie entstammen, muß leider enttäuscht werden.	77245	*	*	*	*	77245	*	*	*	*	
tueba-s28068-1	nutzen	Der Fahrdienst wird bislang intensiv genutzt, meist von Rollstuhlfahrern ohne eigenen PKW.	129218	*	*	*	*	129218	76258	*	*	*	
tueba-s28159-3	ermöglichen	Der' Investor' müßte bereit sein, die schutzwürdigen Gebäude zu erhalten und eine kulturelle Nutzung zu ermöglichen.	82764	*	*	*	*	76087	*	*	*	*	
tueba-s28334-1	kaufen	Doch die ist dem Senat zu teuer, weil er dafür ein altes Firmengrundstück samt Altlasten kaufen müßte.	*	*	*	*	*	74296	74296	74296	*	*	
tueba-s28379-2	beginnen	200.000 Mark für den Wirt des Ausflugsschiffs' Die Welle': Soviel ließ sich die Baubehörde den 20-Meter-Umzug des schwimmenden Restaurants stromaufwärts kosten, um fristgerecht mit dem Bau der Teerhof-Brücke beginnen zu können.	145239	*	*	*	*	83526	*	*	*	*	
tueba-s28391-1	ändern	' Die Stadtgemeinde kann gegebenenfalls den Bebauungsplan ändern und ein Enteigungverfahren anstreben', erklärte er.	*	84160	*	*	*	83557	*	*	*	*	
tueba-s28687-0	glauben	' Und wir glauben heut' noch dran.	78334	*	*	*	*	77245	*	*	*	*	
tueba-s29090-1	nutzen	Und selbst der beste Anti-Sexismus-Trainingstag wird wenig nutzen, solange die schlimmste Erniedrigung der' drill sergeants' in der Grundausbildung darin besteht, Soldaten als' weibisch',' Sissies' oder schlicht als' woman' zu beschimpfen.	*	129218	*	*	*	129218	129218	*	*	*	
tueba-s29718-0	bleiben	Bliebe es bei der gegenwärtigen Situation, rechnen die Eurokraten lediglich mit einem moderaten Wachstum des Telekomgeschäfts bis zu vier Prozent.	89970	*	*	*	*	89970	89970	*	*	*	
tueba-s31360-0	kennen	' We all live in a yellow submarine' kennen schließlich schon die Kleinsten aus der Sesamstraße.	*	*	*	*	*	77242	77242	*	*	*	
tueba-s31447-1	geben	Damit will sich Kleinmagd nicht zufrieden geben.	*	75895	*	*	*	73801	*	*	*	*	
tueba-s31582-3	sagen	Nicht in allen Fällen müsse die gesamte Summe zurückgezahlt werden, sagte Rainer Frank, Abteilungsleiter im Bundesausgleichsamt.	*	78741	*	*	*	78848	78848	*	*	*	
tueba-s31927-2	machen	Es wäre naiv, irgendjemanden Glauben machen zu wollen, daß die Benutzung unseres Archivs durch Prof. Glees und die bevorstehende Veröffentlichung der Irving'schen' Rechercheergebnisse' völlig unverbindlich zeitlich zusammengetroffen seien.	73302	*	*	*	*	1	*	*	*	*	
tueba-s32414-1	nutzen	Sie werden aber vielfach intensiver genutzt.	*	*	*	*	*	129218	76258	*	*	*	
tueba-s34078-1	machen	' Gleich jetzt?' fragt der Anwalt und macht sich sofort auf den Weg zum Telefon.	75583	*	*	*	*	75583	*	*	*	*	
tueba-s35400-0	kennen	' Wir kannten Evy schon als Kind.	*	*	*	*	*	76460	*	76460	*	*	
tueba-s35593-0	sagen	Sagen wir es anders: er sieht nicht aus wie gewohnt.	*	*	*	*	*	78741	78741	*	*	*	
tueba-s35672-1	machen	Er wird nur von manchen dazu gemacht.	*	*	*	*	*	82751	87005	*	*	*	
tueba-s36167-10	behaupten	Hier lernt man, daß das eine ohne das andere nicht zu haben ist, denn wer etwa zu den lichten Gefilden des S. Fischer Verlags durchdringen will, wo man das Werk Freuds pflegt, der muß den Stand jenes Werner Sprenger passieren, der allerlei' Schleichwege zum Ich' gefunden zu haben behauptet und nun allzu ichstark herausposaunt:	*	78618	*	*	*	76360	*	*	*	*	
tueba-s36168-0	lernen	' Ich lernte zu leben'.	77485	*	*	*	*	77485	*	*	*	*	
tueba-s36206-0	beginnen	Alles beginnt, so Widmann, damit, daß man gerne Bücher umsonst haben möchte.	*	*	*	*	*	83526	*	83526	*	*	
tueba-s37292-1	machen	' Wir wollen eine Magazinsendung machen.	*	*	*	*	*	82751	*	82751	*	*	
tueba-s38883-0	bleiben	Die Schimmel-Debatte blieb nicht ohne Ergebnis	*	*	89969	*	*	89969	*	*	*	*	
tueba-s39050-1	suchen	Herrgott, Washington ist der letzte Ort, wo man nach Herz suchen soll.	*	*	*	*	*	82329	82329	*	*	*	
tueba-s39055-0	stören	Das einzige, was die am Dienstag morgen stört, ist der niedergetrampelte Rasen vor dem Kapitol.	*	*	*	*	*	89400	89400	*	*	*	
tueba-s39678-0	erreichen	Dort erreichte ihn dann die schlimme Kunde: Er muß wegen des Vorwurfs der Korruption vor Gericht, und das Anfang des kommenden Jahres, wo seiner Ansicht nach eigentlich der Wahlkampf hätte beginnen sollen.	*	*	*	*	*	81830	*	81830	*	*	
tueba-s39837-2	versuchen	Inzwischen wird bereits spekuliert, ob er sich künftig als Reformer bei einer der Oppositionsparteien versuchen wird.	*	*	*	*	*	77560	112506	*	*	*	
tueba-s40162-0	scheinen	Er schien drin, gewann die Runden zwei und vier, wo er jeweils drei klare Wirkungstreffer in Maskes Gesicht plazierte, doch dann ging nichts mehr.	*	*	*	*	*	73621	73621	*	*	*	
tueba-s40468-1	machen	Crumbs Stärke war der Hippieblick auf Amerika, der aus Angestellten dumpf-geile Böcke macht und die Dingwelt wie im LSD-Rausch erscheinen ließ.	*	*	*	*	*	82751	*	87005	*	*	
tueba-s40493-2	benötigen	Die Unterlagen gehörten seiner Familie und würden von seinem Verlag zur Auswertung benötigt.	85725	*	*	*	*	85725	*	*	*	*	
tueba-s40830-1	bemerken	Die Flammen seien gegen 3.30 Uhr bemerkt worden und waren nach etwa vier Stunden unter Kontrolle, meldete die Feuerwehr.	*	*	*	*	*	82276	*	82276	*	*	
tueba-s40969-2	sagen	Vor allem Mitarbeiter im öffentlichen Dienst hätten sich' aus Angst vor beruflichen Konsequenzen zurückgezogen', sagt Peter Rieger, Fraktionsführer der Reps in der Spandauer BVV.	78848	78741	*	*	*	78848	*	*	*	*	
tueba-s42049-0	glauben	Polizei glaubt sich den Tätern auf der Spur	77245	77229	*	*	*	77245	*	*	*	*	
tueba-s42400-0	machen	' Wieso machen Sie sich hier Aufzeichnungen?'	82751	*	*	*	*	82751	*	*	*	*	
tueba-s42527-1	glauben	Opel beteuert, Steffi Graf zu glauben, dankt ihr- und kündigt den Werbevertrag	77229	*	*	*	*	77229	*	*	*	*	
tueba-s42579-2	schützen	Aber diese Gesetze sind dann nichtig, wenn sie nur dafür da sind, das eigentliche Gesetz, nämlich die körperliche Unversehrtheit und das Leben zu schützen, zu umgehen.	79748	*	*	*	*	76018	*	*	*	*	
tueba-s43095-2	untersuchen	Geprägt durch eigene Erfahrungen und Gespräche mit Stasi-Opfern, haben der Psychologe Klaus Behnke und der Schriftsteller und Psychologe Jürgen Fuchs mit der' Operativen Psychologie' ein besonders heimtückisches Spezialgebiet des MfS untersucht.	*	*	*	*	*	77912	*	77912	*	*	
tueba-s43931-0	versuchen	Beim Schreiben versuche ich oft, Differenzen differenzierter wahrzunehmen.	*	*	*	*	*	82493	112506	*	*	*	
tueba-s44215-0	erinnern	Ein Wachturm aus DDR-Zeiten und meterhohe Mauern rund um die Gebäude erinnern daran, daß sich hier früher das Frauengefängnis befand.	*	*	*	*	*	73464	77223	*	*	*	
tueba-s44574-2	verwenden	Im Bundesimmissionsschutzgesetz ist vorgeschrieben, nur naturbelassenes und zwei bis drei Jahre abgelagertes Holz für ein offenes Feuer zu verwenden.	*	76271	*	*	*	76271	*	*	*	*	
tueba-s44671-0	versuchen	Der Säugling versuchte, aus dem Bett zu krabbeln, steckte den Kopf zwischen die Querstreben und erstickte.	*	*	*	*	*	112506	112506	*	*	*	
tueba-s44810-0	mögen	' Selig' mögen ihren Rock ledern und langhaarig, jedoch nicht speckig und verfilzt.	*	*	*	*	*	73526	*	74626	*	*	
tueba-s45393-0	versuchen	In München versuchen Drogenfans die Grünen zu unterwandern	*	*	*	*	*	112506	112506	*	*	*	
tueba-s45435-2	ermöglichen	Gewollt sei lediglich die Verbesserung der' Ausgangsposition' von Frauen- zum Beispiel durch gezielte Maßnahmen, die es ermöglichen,' die familiären und beruflichen Verpflichtungen miteinander zu verbinden', schrieb Tesauro.	76087	*	*	*	*	82764	*	*	*	*	
tueba-s45799-1	sagen	Ein Boykott des Tropenholzes in Deutschland bewirke dagegen wenig, sagte Hagen Frost vom Bundeswirtschaftsministerium gestern vor der Wissenschaftspressekonferenz in Bonn.	78848	*	*	*	*	78741	78848	*	*	*	
tueba-s45970-1	beginnen	An dieser Station hatte die Attentatsserie am 25. Juli mit einer Bombe im RER-B begonnen.	*	83526	*	*	*	83526	*	*	*	*	
tueba-s46169-3	machen	Das Gerede, man habe nichts gewußt, mußte einzig und allein deshalb zum Rettungsanker eines Restes von Selbstachtung gemacht werden, weil der Krieg verloren war.	*	85607	*	*	*	82751	87005	*	*	*	
tueba-s46548-2	helfen	Sie sollen die Ordnung einer militarisierten Gesellschaft wahren helfen- und zusammen mit ihren Männern und Söhnen im Süden ihr Leben lassen.	*	*	*	*	*	75955	*	75955	*	*	
tueba-s46690-2	sagen	Aber alle Medien und Vereine haben diese Pille geschluckt', sagt Pharma-Boss Maurizio Mian, der behauptet, das Ziel seiner Stiftung sei es,' Solidarität im Sport zu fördern und Intoleranz in der Gesellschaft zu stoppen'.	*	78741	*	*	*	78848	78741	*	*	*	
tueba-s46709-0	scheinen	Veronas Erfolg scheint nur eine Frage der Zeit zu sein.	73621	*	*	*	*	73621	73621	*	*	*	
tueba-s46861-2	erzählen	' Die wollen unbedingt, daß ich ihnen einen Wagner inszeniere', erzählt er mit blitzenden Äuglein.	78960	*	*	*	*	78959	78959	*	*	*	
tueba-s47099-1	trinken	Die Schauspielerin mit dem exklusiven Geschmack( sie trägt Dior, trinkt Dom Perignon und hat goldene Wasserhähne im Bad) kam zum ersten Mal in die Schlagzeilen der Boulevardpresse, als sie ihre Brüste- sie nennt sie Newton und Ridley, weil die Biersorten im Rovers Return so heißen- für bescheidene tausend Pfund versichern ließ.	*	*	85835	*	*	85878	*	*	*	*	
tueba-s47342-1	suchen	Man muß derzeit schon eine Weile suchen, um überhaupt einen Tisch zu finden.	*	*	*	*	*	77422	*	82329	*	*	
tueba-s47735-1	zahlen	Natürlich waren sie fast alle jung und schön und mächtig gestylt, die etwa 250 Besucher, die am Montagabend glatte 25,- DM Eintritt gezahlt hatten, um sich im Überseemuseum ein echtes Großstadtevent reinzuziehen, die Modenschau' en vogue'.	*	74008	*	*	*	73967	*	*	*	*	
tueba-s47821-0	lassen	Außerdem ließ sich die Fraktion die Verteilungen von Werbezeitungen rund 12.000 Mark kosten.	*	83513	*	*	*	109388	*	*	*	*	
tueba-s47942-0	beginnen	Größer, länger, bunter als bisher: Heute beginnen die 6. Lesbisch-Schwulen Filmtage	*	83526	*	*	*	83526	*	*	*	*	
tueba-s47987-1	trinken	Ich halte mich oft in diesen Bereichen auf, etwa um schnell einen Kaffee zu trinken oder um jemanden zu treffen oder um zu telefonieren und so weiter.	*	*	*	*	*	85835	*	*	*	85835	
tueba-s48069-1	lernen	' Die Jugendlichen sollen lernen, mit der Realität umzugehen', wünscht sich der Drogenfachmann,' an der Abstinenzforderung halten wir nicht mehr fest.'	*	77499	*	*	*	77485	*	*	*	*	
tueba-s49074-1	verwenden	Das viele Steuergeld wird doch sinnvoll verwendet.	*	76271	*	*	*	76271	*	*	*	*	
tueba-s49478-1	kaufen	Wir haben zu einem frühen Zeitpunkt gekauft.	*	*	*	*	*	74296	74296	*	*	*	
tueba-s49647-1	sagen	' Irgendwie wartet man immer auf den Tod', sagen sie,' aber wir überleben trotzdem.'	*	*	*	*	*	78848	78848	*	*	*	
tueba-s49956-5	weisen	Aber das besondere an ihr kommt nur bei den Schauen zum Vorschein, nämlich ihr Gang: Die Hüften sind weit vorgeschoben und die Brust ist eingezogen, Schultern und Kopf weisen dann wieder nach vorn.	*	82722	*	*	*	82722	*	82722	*	*	
tueba-s50099-2	sorgen	Ich werde bald ein viertes Kind haben, und ich sorge mich darum, daß es den Kindern gut geht.	*	*	*	*	*	76015	76015	*	*	*	
tueba-s50105-0	machen	Darüber mache ich mir, glaube ich, die meisten Gedanken.	78519	*	*	*	*	85607	*	*	*	*	
tueba-s50668-0	beginnen	Auch der konservative Umschwung, der vor zwei Jahren mit der Demontage der Fraktions- und Landesvorsitzenden Carola von Braun begann, brachte der Partei keine Pluspunkte.	*	83526	*	*	*	83406	*	*	*	*	
tueba-s51290-0	lernen	Zunächst mal lernte er nämlich: Autoschlosser.	77485	*	*	*	*	77485	*	*	*	*	
tueba-s51838-1	suchen	Auch ihre Kunst bedient sich des Blicks auf jene Zeit, in der der Fortschritt in der strikten Logik des rechten Winkels gesucht wurde: Alle arbeiten mit Spielarten des Minimalismus und der Farbfeldmalerei der späten Fünfziger Jahre.	82329	*	*	*	*	82329	*	*	*	*	
tueba-s51862-1	suchen	Böhse Onkelz: Der 18-köpfige Ordnerdienst der Onkelz hatte alles im Griff, und vergeblich suchte man bei dem im Vorfeld so umstrittenen Konzert nach Handzetteln des Unmuts.	82329	*	*	*	*	82329	*	*	*	*	
tueba-s51880-0	bleiben	Die blonden Rastalocken der rhythmisch nickenden Schlagzeugerin blieben manchmal noch für einige Sekunden fühlerartig stehen, bevor sie schließlich ins Resthaar zurückfielen.	73680	*	*	*	*	73680	*	*	*	*	
tueba-s51923-2	machen	Er übernimmt dort den von ihm gegründeten Verlag Metropolitan Books, dessen Ziel es ist, europäische Literatur in den USA bekannter zu machen.	87005	*	*	*	*	87005	*	*	*	*	
tueba-s52032-0	erzählen	Ein Film, nach dem man sich gerne wieder vorm Einschlafen Märchen erzählen würde.	78960	78960	*	*	*	78959	*	*	*	*	
tueba-s52149-0	lassen	Wie sonst lassen sich Refrains aus der religiösen Lobeshymne' Oh Come On Ye Faithfull' und dem' Vater Unser' erklären?	*	109388	*	*	*	109385	*	*	*	*	
tueba-s52358-1	beginnen	' Drob Inn ins Automuseum' lautet die Forderung der Demonstration, die heute um 16 Uhr am Carl-Legien-Platz, gegenüber dem Museum für Kunst und Gewerbe, beginnt.	83526	*	*	*	*	83526	*	*	*	*	
tueba-s52505-1	finden	Insgesamt wurden von Samstag bis gestern 33 Fässer gefunden.	82307	*	*	*	*	82307	82307	*	*	*	
tueba-s53455-0	scheinen	Es schien uns einst eine selbstverständliche Forderung, daß die ideologischen Wortführer eines diktatorischen Regimes, die Exekutoren alltäglicher diktatorischer Herrschaft von einer Tätigkeit im öffentlichen Dienst ausgeschlossen würden.	73621	*	*	*	*	73621	73621	*	*	*	
tueba-s53669-2	machen	' Wir haben die Anweisungen vom Trainer nicht ganz befolgt, die Räume im Mittelfeld eng zu machen.'	87005	*	*	*	*	87005	82751	*	*	*	
tueba-s53770-1	suchen	Kontakt zur' Klasse von 95' hat Torch nie gesucht:	*	*	*	*	*	77422	*	77422	*	*	
tueba-s53874-0	machen	Daß ihre Kleider nicht für Freaks, sondern für Damen gemacht sind, scheint Westwoods Hauptanliegen zu sein.	78519	*	*	*	*	78519	*	78519	*	*	
tueba-s53992-3	stören	Wenn man sich mit jemandem versteht und gut reden kann, stört das keinen.	*	*	*	*	*	89400	89400	*	*	*	
tueba-s54028-1	erzeugen	Menschliche Nähe und Tiefe läßt sich mit keinem Computer erzeugen.	*	*	*	*	*	110183	*	82767	*	*	
tueba-s54056-1	machen	' Du stellst dich einfach hin wie ein Kerl und machst es wie er.'	*	75583	*	*	*	85607	*	*	*	*	
tueba-s54620-2	machen	' Für die Planung- und Finanzsicherheit unserer Kitas brauchen wir Leistungsverträge, die die Finanzierung auf mindestens fünf Jahre festschreiben, um das Risiko kalkulierbarer zu machen', kritisiert die Sprecherin des Deutschen Roten Kreuzes, Susanne Arabi.	82751	*	*	*	*	87005	*	*	*	*	
tueba-s55945-4	erzielen	Dafür muß noch viel Arbeit geleistet werden', betonte der tadschikische Oppositionsführer Abdulloh Nuri, nachdem er am 23. Dezember mit dem Präsidenten des Landes, Emomali Rahmonow, in Moskau ein prinzipielles Abkommen über die Beendigung des viereinhalb Jahre andauernden Bürgerkriegs sowie eine Waffenruhe erzielt hatte.	*	*	*	*	*	76310	76310	*	*	*	
